truck_id,cargo_id,origin,destination,distance_km,truck_type,total_capacity_tons,available_capacity_tons,cargo_type,cargo_weight_tons,truck_departure_hour,cargo_pickup_hour,time_gap_hours,route_similarity,capacity_fit,driver_rating,on_time_rate,cancel_rate,route_deviation_rate,price_per_km_ton,quoted_price_inr,successful_match
T11032,C21932,Bengaluru,Hyderabad,570,40FT,21.57,14.88,Furniture,6.7,1,3,1.25,0.816,1.0,3.28,0.995,0.023,0.02,0.88,3377,1
T11033,C21933,Bengaluru,Mumbai,980,20FT,8.95,4.04,Auto Parts,1.61,6,9,3.75,0.818,1.0,4.12,0.867,0.08,0.002,0.85,1345,0
T11034,C21934,Hyderabad,Chennai,630,Tata 407,4.57,2.63,Electronics,0.89,7,7,0.02,0.914,1.0,4.41,0.884,0.085,0.03,1.18,662,1
T11035,C21935,Chennai,Bengaluru,350,LCV,2.71,1.71,FMCG,1.34,14,14,0.0,0.966,1.0,3.92,0.854,0.034,0.025,0.92,431,0
T11036,C21936,Hyderabad,Chennai,630,40FT,24.29,5.52,FMCG,4.23,13,11,1.68,0.911,1.0,3.78,0.995,0.053,0.036,1.24,3295,0
T11037,C21937,Mumbai,Ahmedabad,530,32FT,15.26,4.1,Furniture,3.46,9,3,5.29,0.869,1.0,4.64,0.83,0.048,0.155,1.29,2361,1
T11038,C21938,Ahmedabad,Mumbai,530,32FT,17.38,12.87,Pharma,7.2,17,18,0.0,1.0,1.0,4.78,0.965,0.043,0.001,1.14,4336,1
T11039,C21939,Delhi,Mumbai,1400,Tata 407,3.94,2.21,Electronics,1.66,13,12,0.83,1.0,1.0,5.0,0.93,0.001,0.039,0.75,1748,1
T11040,C21940,Bengaluru,Chennai,350,LCV,3.74,1.92,Auto Parts,1.53,8,0,8.41,0.868,1.0,5.0,0.789,0.018,0.048,1.26,677,0
T11041,C21941,Chennai,Hyderabad,630,40FT,23.75,4.27,Textiles,3.44,14,16,1.55,0.971,1.0,4.68,0.979,0.128,0.05,1.04,2246,1
T11042,C21942,Lucknow,Delhi,550,17FT,5.93,2.92,Pharma,2.91,16,12,4.62,1.0,1.0,5.0,0.712,0.031,0.051,0.71,1136,1
T11043,C21943,Bengaluru,Delhi,2150,LCV,3.62,0.45,FMCG,0.23,8,6,1.31,0.918,1.0,4.47,0.995,0.026,0.007,1.12,1199,0
T11044,C21944,Mumbai,Bengaluru,980,20FT,9.86,2.46,Pharma,1.22,18,19,0.31,0.967,1.0,4.18,0.937,0.071,0.016,1.25,1490,1
T11045,C21945,Mumbai,Pune,150,LCV,3.26,0.47,Pharma,0.46,23,20,4.66,0.976,1.0,4.0,0.904,0.053,0.055,0.65,48,1
T11046,C21946,Delhi,Lucknow,550,40FT,18.7,11.45,Auto Parts,6.84,9,7,1.81,0.873,1.0,3.61,0.891,0.133,0.026,0.84,3168,0
T11047,C21947,Mumbai,Delhi,1400,20FT,7.56,5.51,E-commerce Parcels,2.13,7,5,3.17,0.968,1.0,4.01,0.956,0.052,0.054,1.0,2970,0
T11048,C21948,Pune,Mumbai,150,40FT,23.87,17.47,E-commerce Parcels,2.78,15,8,8.34,0.911,1.0,3.91,0.835,0.014,0.002,1.09,454,0
T11049,C21949,Delhi,Lucknow,550,32FT,16.87,7.19,Textiles,3.2,14,13,2.39,0.788,1.0,3.82,0.995,0.013,0.003,1.37,2412,1
T11050,C21950,Mumbai,Bengaluru,980,32FT,17.54,8.28,Furniture,4.24,17,13,4.51,0.857,1.0,4.24,0.855,0.152,0.122,0.86,3562,1
T11051,C21951,Delhi,Mumbai,1400,17FT,7.24,0.56,Furniture,0.25,6,4,2.13,0.932,1.0,4.2,0.737,0.05,0.008,0.81,569,1
T11052,C21952,Mumbai,Delhi,1400,40FT,22.86,6.82,Electronics,2.02,2,2,0.66,1.0,1.0,4.38,0.995,0.016,0.122,1.2,3399,0
T11053,C21953,Pune,Mumbai,150,32FT,15.13,3.36,E-commerce Parcels,3.75,20,20,1.08,0.942,0.895,3.78,0.885,0.054,0.079,0.91,512,1
T11054,C21954,Lucknow,Delhi,550,LCV,3.61,0.91,FMCG,1.0,3,3,0.0,0.878,0.908,4.26,0.804,0.102,0.025,1.12,618,0
T11055,C21955,Mumbai,Bengaluru,980,Tata 407,4.86,1.13,Textiles,0.79,20,19,0.87,0.814,1.0,4.58,0.993,0.02,0.02,1.01,787,1
T11056,C21956,Bengaluru,Delhi,2150,17FT,6.46,3.37,Industrial Goods,1.72,8,11,3.11,0.906,1.0,4.64,0.812,0.228,0.009,0.85,3127,0
T11057,C21957,Kolkata,Delhi,1500,32FT,17.52,11.86,Textiles,6.82,12,21,8.81,1.0,1.0,4.06,0.971,0.047,0.003,1.25,12780,0
T11058,C21958,Mumbai,Pune,150,40FT,23.32,10.91,Pharma,5.57,20,13,8.11,0.81,1.0,3.85,0.97,0.059,0.088,0.98,819,0
T11059,C21959,Mumbai,Pune,150,17FT,7.42,5.21,Industrial Goods,4.42,3,0,3.76,1.0,1.0,4.25,0.757,0.044,0.064,0.74,491,1
T11060,C21960,Kolkata,Bhubaneswar,440,17FT,7.35,1.76,Pharma,1.42,17,13,3.3,0.96,1.0,4.98,0.974,0.041,0.082,0.98,611,1
T11061,C21961,Delhi,Jaipur,280,40FT,24.4,17.92,Auto Parts,7.38,15,16,0.0,0.976,1.0,5.0,0.81,0.038,0.016,1.3,2690,1
T11062,C21962,Bhubaneswar,Kolkata,440,20FT,7.23,1.39,FMCG,0.99,21,19,2.03,0.758,1.0,4.29,0.896,0.068,0.029,0.54,237,1
T11063,C21963,Delhi,Lucknow,550,LCV,2.72,1.53,Pharma,1.11,0,0,0.0,0.9,1.0,4.6,0.946,0.027,0.045,0.92,558,1
T11064,C21964,Mumbai,Ahmedabad,530,32FT,17.1,6.33,E-commerce Parcels,1.54,5,1,4.79,0.975,1.0,4.94,0.902,0.114,0.033,0.98,803,1
T11065,C21965,Ahmedabad,Jaipur,670,LCV,2.09,1.13,Auto Parts,1.27,2,5,3.2,0.884,0.894,4.72,0.829,0.19,0.035,1.04,884,0
T11066,C21966,Mumbai,Pune,150,20FT,8.33,5.16,FMCG,2.89,0,0,0.37,0.985,1.0,3.8,0.958,0.051,0.036,0.68,295,0
T11067,C21967,Bhubaneswar,Kolkata,440,Tata 407,4.92,0.31,FMCG,0.33,8,9,2.13,0.851,0.917,4.54,0.738,0.079,0.051,0.71,155,0
T11068,C21968,Delhi,Mumbai,1400,LCV,2.42,0.73,Electronics,0.68,11,13,1.37,0.978,1.0,4.79,0.836,0.024,0.034,0.91,871,1
T11069,C21969,Hyderabad,Chennai,630,17FT,6.11,0.89,Textiles,0.48,23,23,0.0,0.836,1.0,3.92,0.89,0.067,0.026,0.93,293,0
T11070,C21970,Kolkata,Delhi,1500,20FT,7.25,4.01,E-commerce Parcels,1.23,2,3,1.88,0.987,1.0,4.35,0.976,0.092,0.003,0.81,1502,0
T11071,C21971,Hyderabad,Bengaluru,570,40FT,24.83,4.29,Electronics,0.32,21,17,3.76,0.931,1.0,3.73,0.827,0.023,0.021,1.11,317,0
T11072,C21972,Delhi,Jaipur,280,20FT,8.86,1.62,Furniture,1.23,10,12,1.97,0.867,1.0,4.81,0.773,0.011,0.065,0.72,249,0
T11073,C21973,Hyderabad,Bengaluru,570,32FT,17.19,7.39,Electronics,0.76,14,15,1.03,0.998,1.0,5.0,0.947,0.033,0.005,0.93,401,1
T11074,C21974,Pune,Mumbai,150,17FT,6.36,1.7,Auto Parts,1.07,19,22,4.22,0.933,1.0,4.72,0.805,0.066,0.002,0.93,150,1
T11075,C21975,Mumbai,Pune,150,LCV,3.54,0.61,Industrial Goods,0.56,0,0,0.0,0.957,1.0,4.23,0.995,0.054,0.005,0.91,76,1
T11076,C21976,Hyderabad,Bengaluru,570,40FT,19.25,6.13,Electronics,6.59,2,0,2.96,0.938,0.931,5.0,0.995,0.058,0.072,1.21,4563,1
T11077,C21977,Mumbai,Delhi,1400,17FT,6.64,4.24,Industrial Goods,3.9,12,18,6.96,0.864,1.0,4.96,0.843,0.069,0.009,1.24,6750,1
T11078,C21978,Ahmedabad,Mumbai,530,17FT,5.52,1.68,Auto Parts,1.8,16,14,2.17,0.951,0.933,4.76,0.925,0.005,0.005,1.21,1156,1
T11079,C21979,Bhubaneswar,Kolkata,440,40FT,19.62,3.93,Industrial Goods,1.88,17,11,5.12,0.792,1.0,4.04,0.783,0.032,0.019,1.09,904,0
T11080,C21980,Delhi,Lucknow,550,40FT,23.58,7.68,Pharma,2.34,0,0,0.0,1.0,1.0,3.53,0.886,0.132,0.025,1.01,1297,1
T11081,C21981,Mumbai,Delhi,1400,Tata 407,3.73,0.47,Electronics,0.27,11,6,4.62,0.949,1.0,4.43,0.628,0.005,0.003,0.89,623,0
T11082,C21982,Bengaluru,Mumbai,980,20FT,9.33,2.83,Electronics,0.65,3,4,0.0,0.975,1.0,4.82,0.837,0.126,0.09,1.15,731,1
T11083,C21983,Delhi,Jaipur,280,Tata 407,3.74,2.55,Auto Parts,0.99,18,19,0.59,0.907,1.0,4.57,0.812,0.017,0.007,1.35,371,1
T11084,C21984,Bengaluru,Delhi,2150,Tata 407,3.23,2.1,E-commerce Parcels,1.08,10,6,4.07,0.808,1.0,4.43,0.744,0.035,0.057,1.13,2623,0
T11085,C21985,Ahmedabad,Mumbai,530,40FT,19.29,2.45,FMCG,1.31,0,0,0.04,0.863,1.0,4.71,0.806,0.031,0.01,1.31,913,1
T11086,C21986,Delhi,Mumbai,1400,20FT,7.38,2.48,Pharma,2.51,22,19,4.57,0.94,0.989,4.55,0.902,0.037,0.055,0.94,3287,1
T11087,C21987,Delhi,Jaipur,280,40FT,18.69,5.33,Pharma,2.87,14,14,0.49,0.868,1.0,3.89,0.995,0.026,0.03,1.06,853,0
T11088,C21988,Delhi,Mumbai,1400,17FT,5.73,0.6,FMCG,0.38,21,22,2.09,0.888,1.0,4.41,0.704,0.004,0.048,1.23,860,1
T11089,C21989,Delhi,Lucknow,550,LCV,2.61,1.68,Textiles,1.26,3,3,1.26,0.939,1.0,3.43,0.926,0.072,0.016,1.31,910,1
T11090,C21990,Hyderabad,Bengaluru,570,17FT,7.08,4.81,Textiles,5.35,19,18,1.54,0.951,0.898,4.52,0.949,0.024,0.002,0.8,2440,1
T11091,C21991,Mumbai,Bengaluru,980,17FT,5.28,2.34,Furniture,1.1,12,5,6.98,0.766,1.0,4.03,0.863,0.089,0.092,0.91,988,0
T11092,C21992,Mumbai,Bengaluru,980,32FT,15.07,7.01,Industrial Goods,6.05,0,0,0.7,1.0,1.0,3.86,0.91,0.199,0.008,0.98,5787,1
T11093,C21993,Hyderabad,Chennai,630,LCV,2.03,1.15,Industrial Goods,0.45,0,0,0.5,1.0,1.0,3.91,0.877,0.07,0.031,0.45,142,0
T11094,C21994,Mumbai,Delhi,1400,LCV,3.66,1.1,Furniture,0.58,14,6,8.75,0.806,1.0,5.0,0.898,0.058,0.009,1.27,1035,0
T11095,C21995,Jaipur,Delhi,280,LCV,3.58,0.51,E-commerce Parcels,0.36,18,18,0.0,1.0,1.0,5.0,0.862,0.027,0.098,0.92,128,1
T11096,C21996,Lucknow,Delhi,550,40FT,20.35,12.69,Pharma,7.05,7,8,0.0,0.752,1.0,4.87,0.811,0.054,0.05,0.98,3783,1
T11097,C21997,Lucknow,Delhi,550,32FT,15.24,10.62,Furniture,7.62,16,17,2.28,0.923,1.0,3.71,0.832,0.118,0.059,0.98,4105,1
T11098,C21998,Delhi,Jaipur,280,20FT,7.52,2.7,Pharma,2.16,23,23,0.0,0.942,1.0,4.55,0.819,0.151,0.006,0.54,329,0
T11099,C21999,Delhi,Mumbai,1400,17FT,6.64,1.48,Furniture,0.83,5,2,3.95,0.893,1.0,4.19,0.793,0.067,0.019,0.79,929,0
T11100,C22000,Delhi,Mumbai,1400,20FT,7.03,4.47,Textiles,5.03,3,5,1.85,0.91,0.89,3.77,0.967,0.107,0.026,0.89,6245,1
T11101,C22001,Hyderabad,Chennai,630,32FT,14.31,4.15,E-commerce Parcels,0.38,1,0,0.94,1.0,1.0,3.89,0.995,0.106,0.021,1.04,329,1
T11102,C22002,Mumbai,Ahmedabad,530,Tata 407,3.26,0.6,E-commerce Parcels,0.29,17,21,4.23,0.839,1.0,4.42,0.995,0.006,0.001,1.04,274,1
T11103,C22003,Ahmedabad,Mumbai,530,17FT,6.29,1.62,Textiles,0.98,4,4,0.52,0.93,1.0,4.33,0.964,0.111,0.032,1.19,616,1
T11104,C22004,Bengaluru,Hyderabad,570,32FT,14.58,3.57,Furniture,2.9,7,2,4.74,1.0,1.0,5.0,0.86,0.07,0.113,1.11,1835,0
T11105,C22005,Chennai,Hyderabad,630,LCV,3.08,1.21,E-commerce Parcels,0.37,19,20,0.78,0.752,1.0,3.39,0.778,0.005,0.049,1.05,330,0
T11106,C22006,Mumbai,Pune,150,40FT,21.83,2.8,Auto Parts,0.42,14,8,7.33,0.933,1.0,4.46,0.828,0.005,0.012,1.17,88,1
T11107,C22007,Mumbai,Bengaluru,980,LCV,2.86,0.45,Furniture,0.39,13,12,0.22,0.955,1.0,4.08,0.838,0.023,0.03,0.57,281,0
T11108,C22008,Bengaluru,Hyderabad,570,LCV,2.64,0.66,Furniture,0.66,2,3,1.66,0.816,1.0,3.82,0.925,0.034,0.014,0.91,339,1
T11109,C22009,Jaipur,Ahmedabad,670,Tata 407,4.25,1.24,Textiles,1.3,23,23,0.05,1.0,0.958,3.88,0.837,0.031,0.043,1.11,968,1
T11110,C22010,Mumbai,Delhi,1400,Tata 407,3.5,2.47,Industrial Goods,2.26,20,18,0.42,0.769,1.0,4.32,0.785,0.043,0.034,0.98,3093,1
T11111,C22011,Bhubaneswar,Kolkata,440,LCV,2.99,1.75,Industrial Goods,0.71,8,10,1.91,0.949,1.0,4.51,0.995,0.047,0.064,0.75,234,1
T11112,C22012,Jaipur,Ahmedabad,670,40FT,18.64,7.62,Industrial Goods,2.81,3,4,1.6,1.0,1.0,3.72,0.945,0.104,0.056,0.91,1717,0
T11113,C22013,Delhi,Kolkata,1500,Tata 407,4.71,1.15,Pharma,1.26,16,10,5.99,0.985,0.907,4.57,0.801,0.045,0.045,0.6,1131,0
T11114,C22014,Mumbai,Delhi,1400,40FT,24.24,3.45,Electronics,2.08,18,23,4.69,0.866,1.0,3.75,0.771,0.041,0.065,0.78,2263,1
T11115,C22015,Bengaluru,Hyderabad,570,LCV,2.49,1.46,E-commerce Parcels,0.84,8,4,4.44,0.966,1.0,4.41,0.995,0.142,0.025,0.99,470,0
T11116,C22016,Delhi,Bengaluru,2150,17FT,7.59,3.71,Pharma,4.12,5,5,0.63,0.821,0.901,3.84,0.802,0.021,0.075,1.07,9473,1
T11117,C22017,Bhubaneswar,Kolkata,440,20FT,7.16,4.57,Electronics,1.0,23,23,0.0,0.943,1.0,5.0,0.88,0.111,0.027,1.09,476,1
T11118,C22018,Chennai,Bengaluru,350,40FT,22.09,13.98,Pharma,6.39,8,6,1.99,0.885,1.0,4.55,0.954,0.008,0.009,0.58,1287,0
T11119,C22019,Chennai,Hyderabad,630,20FT,8.19,5.72,Furniture,4.68,1,1,0.59,0.828,1.0,5.0,0.799,0.04,0.011,1.24,3647,1
T11120,C22020,Mumbai,Pune,150,Tata 407,3.16,0.6,Auto Parts,0.37,11,9,2.57,0.881,1.0,4.52,0.904,0.038,0.035,1.1,82,1
T11121,C22021,Hyderabad,Chennai,630,Tata 407,4.85,2.47,Furniture,2.29,20,23,3.97,0.97,1.0,4.86,0.783,0.022,0.061,0.6,864,1
T11122,C22022,Kolkata,Delhi,1500,40FT,24.26,5.01,Auto Parts,2.66,23,23,0.22,0.954,1.0,4.81,0.824,0.106,0.013,0.79,3140,1
T11123,C22023,Bengaluru,Mumbai,980,17FT,6.1,3.64,FMCG,0.47,8,9,1.3,0.886,1.0,4.42,0.983,0.076,0.017,0.91,444,1
T11124,C22024,Chennai,Hyderabad,630,LCV,2.89,1.26,Industrial Goods,0.97,9,8,1.83,0.883,1.0,5.0,0.747,0.112,0.005,1.26,776,0
T11125,C22025,Jaipur,Delhi,280,20FT,7.54,0.76,Pharma,0.45,12,9,2.62,0.953,1.0,4.62,0.906,0.042,0.041,0.76,107,1
T11126,C22026,Delhi,Bengaluru,2150,40FT,24.54,16.35,Industrial Goods,2.96,13,11,2.21,0.792,1.0,3.98,0.806,0.21,0.008,0.86,5461,1
T11127,C22027,Delhi,Lucknow,550,32FT,14.94,1.91,Furniture,1.21,3,2,1.56,1.0,1.0,4.66,0.995,0.051,0.012,1.2,801,1
T11128,C22028,Mumbai,Pune,150,32FT,15.62,9.72,E-commerce Parcels,6.55,9,13,4.06,0.943,1.0,4.33,0.995,0.062,0.006,1.02,997,1
T11129,C22029,Hyderabad,Bengaluru,570,20FT,9.71,3.29,Auto Parts,0.59,0,0,0.76,0.873,1.0,4.11,0.718,0.025,0.008,0.6,201,0
T11130,C22030,Pune,Mumbai,150,40FT,24.77,10.76,E-commerce Parcels,6.3,23,23,0.16,0.797,1.0,4.68,0.995,0.003,0.013,0.9,855,1
T11131,C22031,Delhi,Jaipur,280,17FT,6.16,3.02,Textiles,1.87,8,5,3.65,1.0,1.0,4.9,0.904,0.011,0.004,0.53,280,1
T11132,C22032,Chennai,Hyderabad,630,20FT,9.72,1.36,E-commerce Parcels,1.23,18,15,2.56,1.0,1.0,3.76,0.637,0.166,0.002,0.86,667,0
T11133,C22033,Hyderabad,Chennai,630,32FT,17.79,9.91,Pharma,3.83,6,4,1.75,0.794,1.0,4.33,0.737,0.135,0.059,1.19,2857,0
T11134,C22034,Kolkata,Delhi,1500,32FT,17.82,11.71,Pharma,1.5,20,18,1.1,0.973,1.0,4.07,0.842,0.025,0.045,0.83,1855,1
T11135,C22035,Kolkata,Delhi,1500,32FT,15.12,10.72,Furniture,5.67,9,6,2.65,0.818,1.0,4.26,0.799,0.028,0.024,1.23,10485,0
T11136,C22036,Jaipur,Ahmedabad,670,LCV,3.96,0.97,Electronics,0.57,15,13,2.15,0.952,1.0,4.61,0.927,0.059,0.116,1.02,390,1
T11137,C22037,Mumbai,Delhi,1400,40FT,22.66,16.64,E-commerce Parcels,3.68,15,12,4.7,0.906,1.0,4.32,0.951,0.018,0.024,0.74,3825,1
T11138,C22038,Delhi,Lucknow,550,17FT,6.46,4.55,Industrial Goods,0.97,11,9,1.27,0.832,1.0,3.85,0.94,0.14,0.005,1.07,573,0
T11139,C22039,Hyderabad,Bengaluru,570,20FT,9.48,6.61,Textiles,3.54,0,0,0.0,1.0,1.0,4.0,0.995,0.073,0.04,1.0,2029,1
T11140,C22040,Delhi,Kolkata,1500,32FT,16.22,8.09,Furniture,2.74,11,9,1.89,0.839,1.0,3.64,0.899,0.051,0.005,0.97,3994,1
T11141,C22041,Delhi,Bengaluru,2150,40FT,23.37,9.27,Pharma,5.5,6,7,0.19,0.886,1.0,4.3,0.708,0.118,0.077,0.6,7118,0
T11142,C22042,Delhi,Mumbai,1400,40FT,24.45,14.71,Textiles,4.76,2,0,1.13,0.915,1.0,5.0,0.923,0.042,0.017,1.01,6737,0
T11143,C22043,Mumbai,Bengaluru,980,Tata 407,3.36,0.62,FMCG,0.5,18,15,2.0,0.916,1.0,5.0,0.863,0.009,0.02,0.76,375,0
T11144,C22044,Mumbai,Bengaluru,980,LCV,3.09,2.28,Furniture,1.21,15,15,0.0,0.903,1.0,5.0,0.918,0.046,0.05,0.73,857,0
T11145,C22045,Ahmedabad,Jaipur,670,20FT,7.45,1.32,Pharma,1.2,0,2,1.14,0.979,1.0,4.2,0.837,0.038,0.031,0.74,595,0
T11146,C22046,Delhi,Mumbai,1400,20FT,9.94,4.5,Industrial Goods,0.54,2,2,0.44,0.875,1.0,4.48,0.753,0.071,0.009,1.09,829,1
T11147,C22047,Bengaluru,Chennai,350,40FT,21.26,10.28,Industrial Goods,2.14,20,18,2.17,1.0,1.0,4.99,0.972,0.093,0.114,0.89,662,0
T11148,C22048,Mumbai,Delhi,1400,32FT,15.74,11.6,Textiles,6.72,22,22,0.89,0.942,1.0,4.17,0.859,0.023,0.029,0.81,7587,1
T11149,C22049,Mumbai,Delhi,1400,32FT,15.25,7.46,Furniture,0.7,4,10,6.13,0.894,1.0,4.52,0.763,0.092,0.004,0.98,956,1
T11150,C22050,Mumbai,Ahmedabad,530,Tata 407,4.32,1.89,Auto Parts,1.51,20,20,0.17,0.911,1.0,4.59,0.813,0.033,0.006,1.26,1004,1
T11151,C22051,Mumbai,Bengaluru,980,32FT,17.08,12.35,Furniture,7.6,23,23,0.74,0.968,1.0,4.14,0.84,0.064,0.029,0.86,6404,1
T11152,C22052,Chennai,Hyderabad,630,40FT,21.19,15.16,Electronics,1.74,10,5,5.33,0.827,1.0,5.0,0.995,0.115,0.04,1.11,1216,0
T11153,C22053,Delhi,Mumbai,1400,17FT,5.0,0.88,E-commerce Parcels,0.5,23,22,0.0,0.977,1.0,4.59,0.795,0.061,0.054,1.25,881,1
T11154,C22054,Bengaluru,Chennai,350,Tata 407,4.87,0.46,FMCG,0.28,17,18,1.37,1.0,1.0,4.61,0.902,0.031,0.05,1.01,177,1
T11155,C22055,Delhi,Mumbai,1400,Tata 407,3.57,2.26,Textiles,0.69,13,13,0.0,0.9,1.0,4.53,0.894,0.099,0.083,1.0,966,0
T11156,C22056,Chennai,Hyderabad,630,17FT,5.49,2.25,Pharma,1.94,2,0,3.16,0.817,1.0,4.23,0.85,0.026,0.002,1.23,1505,0
T11157,C22057,Pune,Mumbai,150,32FT,16.95,7.86,Textiles,7.29,9,15,6.01,0.938,1.0,4.41,0.816,0.142,0.021,1.13,1236,0
T11158,C22058,Bhubaneswar,Kolkata,440,17FT,6.23,0.76,Auto Parts,0.77,14,13,1.68,0.919,0.979,3.48,0.791,0.032,0.068,0.91,307,1
T11159,C22059,Delhi,Lucknow,550,32FT,14.09,2.16,Auto Parts,0.28,22,21,1.4,0.943,1.0,4.48,0.905,0.055,0.006,0.58,160,1
T11160,C22060,Ahmedabad,Mumbai,530,17FT,7.74,4.46,Pharma,3.75,7,11,4.36,0.894,1.0,4.26,0.837,0.115,0.091,0.74,1463,1
T11161,C22061,Hyderabad,Bengaluru,570,LCV,3.73,1.82,Industrial Goods,0.55,1,0,0.48,1.0,1.0,4.77,0.976,0.009,0.066,1.02,318,1
T11162,C22062,Bengaluru,Hyderabad,570,20FT,7.81,4.26,Industrial Goods,1.23,6,7,0.0,0.971,1.0,4.53,0.95,0.043,0.034,1.08,759,1
T11163,C22063,Chennai,Hyderabad,630,Tata 407,4.34,1.95,Industrial Goods,1.34,19,17,2.72,1.0,1.0,4.38,0.875,0.08,0.026,0.58,491,0
T11164,C22064,Bengaluru,Delhi,2150,40FT,18.15,7.22,FMCG,4.62,4,5,0.32,0.978,1.0,4.23,0.905,0.051,0.018,0.72,7129,0
T11165,C22065,Kolkata,Delhi,1500,40FT,21.17,2.72,Pharma,2.92,15,12,2.77,0.958,0.932,3.5,0.935,0.019,0.036,1.01,4439,1
T11166,C22066,Delhi,Bengaluru,2150,40FT,22.4,12.51,Furniture,7.5,10,10,0.0,0.889,1.0,4.56,0.95,0.059,0.037,0.79,12767,1
T11167,C22067,Ahmedabad,Jaipur,670,40FT,24.97,10.65,Electronics,1.96,12,11,2.68,0.901,1.0,4.18,0.796,0.121,0.005,1.2,1583,0
T11168,C22068,Kolkata,Delhi,1500,LCV,2.24,0.65,FMCG,0.59,7,6,0.0,0.851,1.0,4.57,0.973,0.0,0.022,0.95,846,0
T11169,C22069,Hyderabad,Bengaluru,570,32FT,16.98,4.87,Industrial Goods,1.21,17,18,1.32,1.0,1.0,3.55,0.995,0.046,0.054,0.66,455,1
T11170,C22070,Kolkata,Delhi,1500,LCV,3.0,2.17,Textiles,1.84,6,11,4.63,0.993,1.0,3.93,0.724,0.068,0.033,1.06,2913,0
T11171,C22071,Lucknow,Delhi,550,20FT,7.71,3.87,Auto Parts,1.98,13,7,5.29,0.972,1.0,4.73,0.755,0.121,0.012,0.9,979,1
T11172,C22072,Chennai,Bengaluru,350,32FT,14.04,3.32,Auto Parts,2.97,8,7,1.38,0.915,1.0,4.56,0.761,0.127,0.024,0.88,911,1
T11173,C22073,Ahmedabad,Jaipur,670,40FT,20.03,3.83,FMCG,2.64,3,1,2.6,0.947,1.0,4.41,0.845,0.023,0.015,1.03,1820,1
T11174,C22074,Bengaluru,Chennai,350,LCV,3.19,1.31,FMCG,0.65,13,17,2.97,0.88,1.0,3.69,0.919,0.062,0.034,1.42,325,0
T11175,C22075,Bengaluru,Delhi,2150,40FT,22.2,10.3,Pharma,0.6,13,13,0.43,1.0,1.0,5.0,0.939,0.059,0.018,0.72,924,1
T11176,C22076,Mumbai,Pune,150,20FT,8.91,3.87,Electronics,0.44,16,19,4.29,0.903,1.0,4.65,0.833,0.131,0.028,0.98,73,0
T11177,C22077,Pune,Mumbai,150,32FT,14.37,9.06,FMCG,6.34,18,19,1.34,0.934,1.0,4.49,0.828,0.082,0.035,1.0,951,1
T11178,C22078,Delhi,Bengaluru,2150,20FT,9.03,4.1,Pharma,0.71,7,6,0.65,0.915,1.0,4.27,0.85,0.044,0.033,0.86,1314,1
T11179,C22079,Delhi,Kolkata,1500,32FT,16.94,12.08,Auto Parts,1.87,17,16,1.64,0.959,1.0,3.93,0.995,0.006,0.048,0.81,2262,1
T11180,C22080,Jaipur,Ahmedabad,670,20FT,7.45,1.65,Pharma,1.35,9,10,0.01,0.962,1.0,4.24,0.995,0.063,0.011,0.67,609,1
T11181,C22081,Mumbai,Ahmedabad,530,32FT,14.7,1.43,Furniture,0.95,16,16,0.1,0.866,1.0,4.9,0.926,0.027,0.018,1.52,766,1
T11182,C22082,Delhi,Lucknow,550,17FT,5.56,3.58,Auto Parts,3.52,11,11,0.12,0.869,1.0,5.0,0.995,0.105,0.047,1.12,2178,1
T11183,C22083,Kolkata,Delhi,1500,32FT,15.75,10.11,Furniture,5.96,11,8,2.25,0.947,1.0,5.0,0.995,0.042,0.059,0.85,7552,1
T11184,C22084,Mumbai,Bengaluru,980,Tata 407,3.33,1.86,E-commerce Parcels,1.85,12,13,0.81,0.992,1.0,4.08,0.737,0.01,0.064,1.12,2026,1
T11185,C22085,Bengaluru,Hyderabad,570,LCV,2.08,0.72,E-commerce Parcels,0.57,10,8,0.03,0.93,1.0,5.0,0.898,0.062,0.023,1.2,387,1
T11186,C22086,Delhi,Lucknow,550,Tata 407,4.91,1.32,Furniture,0.55,13,9,5.2,0.942,1.0,4.43,0.971,0.017,0.124,0.69,209,0
T11187,C22087,Bengaluru,Mumbai,980,40FT,22.86,14.2,FMCG,4.62,16,14,2.06,0.875,1.0,5.0,0.898,0.122,0.056,1.07,4858,1
T11188,C22088,Mumbai,Delhi,1400,40FT,24.11,17.46,E-commerce Parcels,7.44,21,16,4.78,0.96,1.0,4.92,0.915,0.01,0.05,1.17,12227,1
T11189,C22089,Delhi,Jaipur,280,17FT,7.47,3.74,Electronics,3.5,11,13,0.9,0.74,1.0,4.05,0.618,0.045,0.015,1.2,1181,0
T11190,C22090,Delhi,Jaipur,280,40FT,18.7,6.29,Electronics,5.83,9,9,0.79,0.957,1.0,3.83,0.923,0.098,0.041,0.91,1486,1
T11191,C22091,Mumbai,Pune,150,Tata 407,3.27,2.2,Auto Parts,0.78,18,16,0.88,0.903,1.0,4.02,0.72,0.09,0.009,0.94,110,1
T11192,C22092,Jaipur,Ahmedabad,670,Tata 407,4.94,2.01,Electronics,1.47,4,4,0.0,0.894,1.0,4.95,0.864,0.036,0.087,1.12,1100,1
T11193,C22093,Delhi,Bengaluru,2150,17FT,6.71,1.46,Auto Parts,1.39,3,8,4.17,0.683,1.0,3.79,0.667,0.075,0.022,0.79,2378,0
